barcode,title,author,subject,description,category,media,publisher,publocation,pubdate,edition,isbn,type,thumburl,keywords,callnumber
9788177587753,Fluid Mechanics (4th Edition) ,"John F. Douglas, Janusz M. Gasiorek,John A. Swaffield",Fluid,,,,,,,Fourth,978-8-17-758775-3,General,,,46
9788177587753,Fluid Mechanics (4th Edition) ,"John F. Douglas, Janusz M. Gasiorek,John A. Swaffield",Fluid,,,,,,,Fourth,978-8-17-758775-3,General,,,55
9788177587753,Fluid Mechanics (4th Edition) ,"John F. Douglas, Janusz M. Gasiorek,John A. Swaffield",Fluid,,,,,,,Fourth,978-8-17-758775-3,General,,,45
9788131721407,Fluid Mechanics (5th Edition) ,"John F. Douglas, Janusz M. Gasiorek,John A. Swaffield, Lynne B. Jack",Fluid,,,,,,,Fifth,978-81-317-2140-7,General,https://pictures.abebooks.com/isbn/9788131721407-us-300.jpg,,
9788131721407,Fluid Mechanics (5th Edition) ,"John F. Douglas, Janusz M. Gasiorek,John A. Swaffield, Lynne B. Jack",Fluid,,,,,,,Fifth,978-81-317-2140-7,General,https://pictures.abebooks.com/isbn/9788131721407-us-300.jpg,,
9788131721407,Fluid Mechanics (5th Edition) ,"John F. Douglas, Janusz M. Gasiorek,John A. Swaffield, Lynne B. Jack",Fluid,,,,,,,Fifth,978-81-317-2140-7,General,https://pictures.abebooks.com/isbn/9788131721407-us-300.jpg,,483
9788131721407,Fluid Mechanics (5th Edition) ,"John F. Douglas, Janusz M. Gasiorek,John A. Swaffield, Lynne B. Jack",Fluid,,,,,,,Fifth,978-81-317-2140-7,General,https://pictures.abebooks.com/isbn/9788131721407-us-300.jpg,,474
9788131721407,Fluid Mechanics (5th Edition) ,"John F. Douglas, Janusz M. Gasiorek,John A. Swaffield, Lynne B. Jack",Fluid,,,,,,,Fifth,978-81-317-2140-7,General,https://pictures.abebooks.com/isbn/9788131721407-us-300.jpg,,791
9788131721407,Fluid Mechanics (5th Edition) ,"John F. Douglas, Janusz M. Gasiorek,John A. Swaffield, Lynne B. Jack",Fluid,,,,,,,Fifth,978-81-317-2140-7,General,https://pictures.abebooks.com/isbn/9788131721407-us-300.jpg,,481
9788131721407,Fluid Mechanics (5th Edition) ,"John F. Douglas, Janusz M. Gasiorek,John A. Swaffield, Lynne B. Jack",Fluid,,,,,,,Fifth,978-81-317-2140-7,General,https://pictures.abebooks.com/isbn/9788131721407-us-300.jpg,,472
9788131721407,Fluid Mechanics (5th Edition) ,"John F. Douglas, Janusz M. Gasiorek,John A. Swaffield, Lynne B. Jack",Fluid,,,,,,,Fifth,978-81-317-2140-7,General,https://pictures.abebooks.com/isbn/9788131721407-us-300.jpg,,475
9788131721407,Fluid Mechanics (5th Edition) ,"John F. Douglas, Janusz M. Gasiorek,John A. Swaffield, Lynne B. Jack",Fluid,,,,,,,Fifth,978-81-317-2140-7,General,https://pictures.abebooks.com/isbn/9788131721407-us-300.jpg,,474
9788131721407,Fluid Mechanics (5th Edition) ,"John F. Douglas, Janusz M. Gasiorek,John A. Swaffield, Lynne B. Jack",Fluid,,,,,,,Fifth,978-81-317-2140-7,General,https://pictures.abebooks.com/isbn/9788131721407-us-300.jpg,,468
9788131721407,Fluid Mechanics (5th Edition) ,"John F. Douglas, Janusz M. Gasiorek,John A. Swaffield, Lynne B. Jack",Fluid,,,,,,,Fifth,978-81-317-2140-7,General,https://pictures.abebooks.com/isbn/9788131721407-us-300.jpg,,480
9788131721407,Fluid Mechanics (5th Edition) ,"John F. Douglas, Janusz M. Gasiorek,John A. Swaffield, Lynne B. Jack",Fluid,,,,,,,Fifth,978-81-317-2140-7,General,https://pictures.abebooks.com/isbn/9788131721407-us-300.jpg,,478
9788131721407,Fluid Mechanics (5th Edition) ,"John F. Douglas, Janusz M. Gasiorek,John A. Swaffield, Lynne B. Jack",Fluid,,,,,,,Fifth,978-81-317-2140-7,General,https://pictures.abebooks.com/isbn/9788131721407-us-300.jpg,,476
9788131721407,Fluid Mechanics (5th Edition) ,"John F. Douglas, Janusz M. Gasiorek,John A. Swaffield, Lynne B. Jack",Fluid,,,,,,,Fifth,978-81-317-2140-7,General,https://pictures.abebooks.com/isbn/9788131721407-us-300.jpg,,479
9788131721407,Fluid Mechanics (5th Edition) ,"John F. Douglas, Janusz M. Gasiorek,John A. Swaffield, Lynne B. Jack",Fluid,,,,,,,Fifth,978-81-317-2140-7,General,https://pictures.abebooks.com/isbn/9788131721407-us-300.jpg,,53
9788131721407,Fluid Mechanics (5th Edition) ,"John F. Douglas, Janusz M. Gasiorek,John A. Swaffield, Lynne B. Jack",Fluid,,,,,,,Fifth,978-81-317-2140-7,General,https://pictures.abebooks.com/isbn/9788131721407-us-300.jpg,,469
9788131721407,Fluid Mechanics (5th Edition) ,"John F. Douglas, Janusz M. Gasiorek,John A. Swaffield, Lynne B. Jack",Fluid,,,,,,,Fifth,978-81-317-2140-7,General,https://pictures.abebooks.com/isbn/9788131721407-us-300.jpg,,470
9788172241896,Hydraulics and Pneumatics - A Technician's and Engineer's Guide,Andrew Parr,Fluid,,,,Jaico Publishing House,,2005,,978-8-17-224189-6,General,,,190
9780521598866,Turbulent Flows,Stephen B. Pope,Fluid,,,,Cambridge University Press,,2000,,978-0-52-159886-6,General,https://pictures.abebooks.com/isbn/9780521598866-us-300.jpg,,392
9788121921282,Irrigation Engineering (Including Hydrology),"R.K. Sharma, T.K. Sharma",Fluid,,,,S Chand & Co Ltd,,2007,,978-8-12-192128-2,General,https://pictures.abebooks.com/isbn/9788121921282-us-300.jpg,,415
9788174091338,Experiments in Fluid Mechanics ,Dr. Baljeet S. Kapoor,Fluid,,,,,,2005,,978-8-17-409133-8,General,https://pictures.abebooks.com/isbn/9788174091338-us-300.jpg,,404
,Hardness of Metals ,F.C. Lea,Material,,,,Charles Griffin,,1936,,,General,,,122?
,Prevention of the Failure of Metals under Repeated Stress,Battell memorial institute,Material,,,,John Wiley & Sons,,1941,,,General,,,113?
9780153657375,Concepts in Science,"Paul F. Brandwein, Elizabeth K. Cooper, Paul E. Blackwood, Elizabeth B. Hone, Thomas P. Fraser",Science,,,,Harcourt Brace Jovanovich,,1980,,978-0-15-365737-5,General,,,108?
,Low-cost Educational Materials (Inventory Volume 2),UNESCO,Other,,,,Unesco Regional Office for Education in Asia and Oceania,,1980,,,General,,,
9780070657571,The Mechanical Design process,David G. Ullman,Mechanics,,,,McGraw-Hill Inc.,US,1996,,978-0-07-065757-1,General,,,427
9788120321861,"Neural Networks, Fuzzy Logic and Genetic Algorithms","S. Rajasekaran, G.A. Wijayalakshmi Pai",Computer Science,"This book provides comprehensive introduction to a consortium of technologies underlying soft computing, an evolving branch of computational intelligence. The constituent technologies discussed comprise neural networks, fuzzy logic, genetic algorithms, and a number of hybrid systems which include classes such as neuro-fuzzy, fuzzy-genetic, and neuro-genetic systems. The hybridization of the technologies is demonstrated on architectures such as Fuzzy-Back-propagation Networks (NN-FL), Simplified Fuzzy ARTMAP (NN-FL), and Fuzzy Associative Memories. The book also gives an exhaustive discussion of FL-GA hybridization. Every architecture has been discussed in detail through illustrative examples and applications. The algorithms have been presented in pseudo-code with a step-by-step illustration of the same in problems. The applications, demonstrative of the potential of the architectures, have been chosen from diverse disciplines of science and engineering. This book with a wealth of information that is clearly presented and illustrated by many examples and applications is designed for use as a text for courses in soft computing at both the senior undergraduate and first-year post-graduate engineering levels. It should also be of interest to researchers and technologists desirous of applying soft computing technologies to their respective fields of work.",,,PHI Learning Pvt. Ltd.,,2003,,978-81-203-2186-1,General,,,
,CMA Study Text (Businesss Economics),Society of Certified Management Accountants of Sri Lanka,Business & Economics,,,,,,,,,General,,,
,CMA Study Text (Marketing Management),Society of Certified Management Accountants of Sri Lanka,Business & Economics,,,,,,,,,General,,,
,CMA Study Text (Accounting and Business),Society of Certified Management Accountants of Sri Lanka,Business & Economics,,,,,,,,,General,,,
,Fluid Dynamics for Engineering Undergraduate (Part 01),Dr.Thusitha Sugathapala,Fluid,,,,,,,,,General,,,527
,Fluid Dynamics for Engineering Undergraduate (Part 01),Dr.Thusitha Sugathapala,Fluid,,,,,,,,,General,,,512
,Fluid Dynamics for Engineering Undergraduate (Part 01),Dr.Thusitha Sugathapala,Fluid,,,,,,,,,General,,,538
,Fluid Dynamics for Engineering Undergraduate (Part 01),Dr.Thusitha Sugathapala,Fluid,,,,,,,,,General,,,543
9780130548177,Automatic Control Systems (4th Edition),Benjamin C. Kuo,Control Systems,,,,Prentice-Hall,,1982,Fourth,978-0-13-054817-7,General,https://pictures.abebooks.com/isbn/9780130548177-us-300.jpg,,
,Laboratory Supplies Category,,Other,,,,,,,,,General,,,
,Green Technological Invention Of Sri Lanka,"Prof. Ajith de Silva, Dr. Mahesh Jayaweera, Dr. Suren Wijeykoon, Dr. Anusha Kasige",Energy,,,,,,,,,General,,,
,Proceedings of the CIRP International Workshop on Modelling of Machining Operations,"I.S. Jawahir, A.K. Balaji, R. Stevenson",Mechanics,,,,,,,,978-0-96-667060-8,General,,,423
,Telephony Vol. 2,J. Atkinson,Other,,,,,,1950,,,General,,,406
,Fundamentals of Aerodynamics (4th Edition),John D Anderson JR,Fluid,,,,,,,Fourth,0-07-066085-9,General,,,73
,Fundamentals of Aerodynamics (4th Edition),John D Anderson JR,Fluid,,,,,,,Fourth,0-07-066085-10,General,,,69
,Fundamentals of Aerodynamics (4th Edition),John D Anderson JR,Fluid,,,,,,,Fourth,0-07-066085-11,General,,,70
,Fundamentals of Aerodynamics (4th Edition),John D Anderson JR,Fluid,,,,,,,Fourth,0-07-066085-12,General,,,65
,Fundamentals of Aerodynamics (4th Edition),John D Anderson JR,Fluid,,,,,,,Fourth,0-07-066085-13,General,,,71
,Fundamentals of Aerodynamics (4th Edition),John D Anderson JR,Fluid,,,,,,,Fourth,0-07-066085-14,General,,,67
,Fundamentals of Aerodynamics (4th Edition),John D Anderson JR,Fluid,,,,,,,Fourth,0-07-066085-15,General,,,74
,Fundamentals of Aerodynamics (4th Edition),John D Anderson JR,Fluid,,,,,,,Fourth,0-07-066085-16,General,,,72
,Aerodynamics for Engineering Students (5th Edition),"E.L.Houghton, P.W. Carpenter",Fluid,,,,Elsevier,,,Fifth,978-8-18-147966-2,General,https://pictures.abebooks.com/isbn/9788181479662-us-300.jpg,,64
,Aerodynamics for Engineering Students (5th Edition),"E.L.Houghton, P.W. Carpenter",Fluid,,,,Elsevier,,,Fifth,978-8-18-147966-2,General,https://pictures.abebooks.com/isbn/9788181479662-us-300.jpg,,63
,Strenth of Materials,J.P. Den Hartog,Material,,,,,,,,,General,,,104?
,Hydraulic and Fluid Mechanics (10th Edition),E.H. Lewitt,Fluid,,,,,,,Tenth,,General,,,120?
,Robotic and Manufacturing Systems Vol. 7,"Mohommad Jamshidi, Fancois pierrot, Mohamed Kamel",Mechanics,,,,,,,,1-889335-08-8,General,,,379
,"Robotic and Trends, Principles and Applications Vol. 15","Mo Jamshidi, Anibal Ollero, J.R. Martinez-de Dios, Jila S. Jamshidi",Electronics,,,,,,,,1-889335-21-5,General,,,386
,"Soft Computing, Multimedia, Biomedicine, Image Processing and Financial Engineering Vol. 13","Mo Jamshidi, Yutaka Hata, Madjid fathi, Abby Homaifar,  Jila S. Jamshidi",Computer Science,,,,,,,,1-889335-18-5,General,,,668
,Decision and Stress,D.E.Broad Bent,,,,,,,,,0-12-135550-0,General,,,
,The component element method in dynamics,"Samuel Levy, John P.D. Wilkinson",,,,,,,,,0-07-037398-1,General,,,                          90?
,The S-class salon,Mercedese Benz,,,,,,,,,,General,,,421
,The new SL-class Roadstar,Mercedese Benz,,,,,,,,,,General,,,439
,The E-class salons,Mercedese Benz,,,,,,,,,,General,,,437
,Workshop Technology - Part 2,W.A.J.Chapman,,,,,,,,,,General,,,141?
,Calibration of Shock and Vibration Measuring Transducers,Raymond R. Bouche,,,,,,,,,,General,,,110?
,Engineering Research Unit - University of Moratuwa,Research Unit,,,,,,,,,,General,,,47
,Friction Materials for Engineers (2nd edition),,,,,,,,,Second,,General,,,200?
,Manufacture Materials design,The Open Univerity ,,,,,,,,,0-335-10871-7,General,,,166?
,General Catalogue,Solar and Palau,,,,,,,,,,General,,,
,The C - class salon,Mercedese Benz,,,,,,,,,,General,,,425
,"The report on People's Consulations on post Tsunami relief, Reconstruction and Rehabilitation in Sri Lanka","Disaster relief monitoring unit, Human Right commision, Sri Lanka",,,,,,,,,,General,,,
,Sandberg's Laboratary equipment 94/95,Sandberg and schneidewind hamburg,,,,,,,,,,General,,,
,Finite Element Structural Analysis - A Practical Guide,FORD,,,,,,,,,,General,,,
,1976 Annual book of  ASTM standards,American Society for testing and materials,,,,,,,,,,General,,,
,Kaydon Reali - Slim Ball and Roller Bearings,Kaydon cooperation,,,,,,,,,,General,,,
,HVAC Systems Design Handbook (4th edition),Roger W. haines,,,,,,,,Fourth,0-07-139586-5,General,,,352
,Basic Refrigeration and Air Conditioning (3rd edition),P.N.Ananthanarayanan,,,,,,,,,0-07-049500-9,General,,,80
,Principles of Refrigeration (4th edition),Roy.J.Dossat,,,,,,,,Fourth,978-81-7758-881-1,General,,,786
,Air Conditioning Principles and Systems (An Energy Approach) (4th edition),Edward G. PITA,,,,,,,,,81-203-3211-8,General,,,633
,Refirigeration and Air Conditioning (2nd edition),C.P.Arora,,,,,,,,Second,0-07-463010-5,General,,,607
,Heat and Mass Transfer - A practical Approach (3rd edition),Yunus A.Cengal,,,,,,,,Third,0-07-063453-x,General,,,103
,Introduction to Heat Transfer,"Aubrey I. Brown , Salvatore M. Marco",,,,,,,,,,General,,,370
,A Course in Heat and Mass Transfer,"S.E. Arora , S.Domkundwar",,,,,,,,,,General,,,374
,Heat Exchanges(thermal hydraulic fundamentals and design),"S.Kakac , A.E. Bergles, F.Mayinger",,,,,,,,,0-07-033284-3,General,,,89
,HVAC System Design Handbook,"Roger W. Haines, C. Lewis Wilson",,,,,,,,,0-07-139586-5,General,,,352
,Solar Energy Thermal Processes,"John A. Duffie, William A.Beckman ",,,,,,,,,0-471-22-371-9,General,,,603
,Power Generation Operation and Control,"Allen J. Wood, Bruce F. Wollenberg",,,,,,,,,9814-12-664-0,General,,,601
,Code of Practice for Energy Efficient Buildings in Sri Lanka - 2008 ,Sri Lanka Sustainable energy authority,,,,,,,,,,General,,,687
,Energy Management Guide ,Sri Lanka Sustainable energy authority,,,,,,,,,,General,,,685
,Analysis and Design of Energy Systems,B.K.Hodge,,,,,,,,,0-13-032780-8,General,,,463
,Non Convenctional Energy Resources ,B.H.Khan ,,,,,,,,,0-07-060654-4,General,,,459
,Introduction to Environmental Engineering and Science (2nd edition),Gilbert M. Masters,,,,,,,,Second,81-297-0277-0,General,,,817
,Micro Hydropower Source Book,Allen .R. Inversine,,,,,,,,,,General,,,390
,Micro Hydro Design Manual,Adam Harvey,,,,,,,,,1-85339-103-4,General,,,401
,Turbo Assembler 3.0 (Quick reference guide),Borland,,,,,,,,,,General,,,
,Turbo Debugger 3.0 (Users guide),Borland,,,,,,,,,,General,,,
,Turbo Assembler 3.0 (User's guide),Borland,,,,,,,,,,General,,,
,Turbo Profiler 2.0 (user's gude),Borland,,,,,,,,,,General,,,
,Borland C++ 3.1,Borland,,,,,,,,,,General,,,
,Guide to Training Opportunities for Industrial Development,United nations industrial development organization,,,,,,,,,,General,,,
,The 1980 Annual Handbook for Group Facilitators,"J.William Pfeiffer , John E. Jones",,,,,,,,,0-88390-097-1,General,,,
,Industrial relations (A journal of economy & society),"Institute of industrial relations, University of Califonia",,,,,,,,,,General,,,
,College Costs and Financial aid handbook 1998 (18th Annual edition),"College Entrance Examination  board, newyork",,,,,,,,Eighteenth,0-87-447-562-7,General,,,692
,Poly - V Drives  - Design manual,T&N,,,,,,,,,,General,,,
,Illustrated Price list,Hazet - Werk,,,,,,,,,,General,,,
,Statics and Strength of Materials ,Gunt Hamburg,,,,,,,,,,General,,,
,Proceedings of the Human Factors Society - 35th Annual meeting (Volume 2),Human Factors Society,,,,,,,,,,General,,,
,Proceedings of the Human Factors Society - 29 Annual meeting (Volume 2),Human Factors Society,,,,,,,,,,General,,,
,Proceedings of the Human Factors Society - 29 Annual meeting (Volume 1),Human Factors Society,,,,,,,,,,General,,,
,Proceedings of the Human Factors Society - 26 Annual meeting,Human Factors Society,,,,,,,,,,General,,,
,"Students' Solutions Manual for Calculus with Applications to the management, Life and Social Sciences",Lawence E. Spence,,,,,,,,,0-673-46043-6,General,,,714
,Complex Analysis with Vector Calculus,T.M.J.A. Coorey,,,,,,,,,81-7319-780-6,General,,,707
,Introduction to Statistical analysis,"Wilfrad J. Dixon,  Frank J. Massey",,,,,,,,,,General,,,473
,Differential and Integral Calculus,N.Piskunov,,,,,,,,,,General,,,706
